type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
LU32PEEng,0.2069154679775238,0.07414866238832474,-0.8596106171607971,0.2580394148826599,0.12731440365314484,0.3850632309913635,0.2131408154964447,-0.35625767707824707,1.091892957687378,0.342430979013443,1.5334638357162476,0.07796456664800644,0.5016823410987854,0.4652022421360016,-0.14779236912727356,0.5048429369926453,0.5527795553207397,-0.39023372530937195,0.4477847218513489,-1.0571109056472778,0.6343693733215332,0.9549692869186401,-0.547335684299469,0.9452757239341736,-0.7456017136573792,-0.14299623668193817,0.1561199277639389,1.2142729759216309,-0.8192453980445862,-0.08609694987535477,0.25387242436408997,-0.7996641397476196,0.4105147421360016,-1.2003616094589233,1.3226263523101807,-0.7298712730407715,-1.2830865383148193,-1.5222097635269165,-0.6233189702033997,-0.6977991461753845,0.25940966606140137,0.6791270971298218,-0.2922631800174713,1.4012901782989502,-0.9628376364707947,1.0872019529342651,0.7739757895469666,-0.4845565855503082,0.9041589498519897,0.5015995502471924,-0.2814450263977051,0.0950152575969696,0.4150221347808838,0.3896496295928955,-1.049543857574463,-0.4561004340648651,-0.6782652735710144,-1.1232306957244873,-0.32663559913635254,-0.8608437776565552,-0.9942356944084167,0.5133641362190247,-0.026795318350195885,0.34335029125213623,-1.0075091123580933,0.23013080656528473,0.43995344638824463,0.37247902154922485,1.3147590160369873,-1.228588581085205,-1.0436583757400513,-0.4462631940841675,-0.5721741318702698,-0.1693735271692276,0.2726079821586609,-0.406008780002594,0.5889043211936951,1.0166012048721313,-0.284867525100708,-1.26724374294281,-0.3263622224330902,-1.244608759880066,0.6565217971801758,1.5009386539459229,1.079270601272583,0.2525946795940399,-1.7335551977157593,1.0363194942474365,0.8468624949455261,-0.3166027069091797,-0.8674042224884033,0.25927817821502686,1.3841280937194824,0.35985541343688965,-0.38290682435035706,-0.8824009895324707,-1.849752426147461,1.1630315780639648,1.1174097061157227,0.8965553045272827,0.2947453260421753,0.009311122819781303,-1.118518352508545,1.0296554565429688,-1.6603556871414185,-0.09947130084037781,1.8264368772506714,1.330664038658142,0.19229590892791748,0.9637395739555359,-0.7816737294197083,0.7278762459754944,0.8523839712142944,-1.6053273677825928,-1.003082513809204,0.846872091293335,0.5865961313247681,-1.6138824224472046,1.614737629890442,-0.10732486099004745,0.05642601475119591,-1.8559515476226807,-0.3275270164012909,-1.4834506511688232,-0.6146187782287598,-1.2710790634155273,-0.44379884004592896,0.8997295498847961
LU64PEEng,0.29849404096603394,0.4531910717487335,-0.4861181378364563,0.3174961507320404,0.3063719868659973,0.5167708396911621,0.37634700536727905,-0.35089728236198425,1.0187973976135254,0.6525284647941589,1.2558706998825073,-0.0017223029863089323,0.1882280707359314,0.4141424596309662,-0.014068767428398132,0.9054325222969055,0.28698012232780457,-0.03608353063464165,1.1078988313674927,-0.5004019141197205,1.4541079998016357,0.9860174059867859,-0.6377450227737427,0.5970317721366882,-0.11435264348983765,-0.1863466501235962,-0.0012674471363425255,1.1364080905914307,-1.0768524408340454,0.04046311601996422,-0.3674626350402832,-0.9876506328582764,0.41712290048599243,-1.1883305311203003,1.3180351257324219,-0.7633349895477295,-1.2358134984970093,-1.5838408470153809,-0.6242859959602356,-0.9494584202766418,0.6116388440132141,0.06811197847127914,-0.22134193778038025,1.1873152256011963,-0.4864015579223633,1.3233133554458618,1.0208185911178589,-0.3751477897167206,0.9972222447395325,0.15871113538742065,-0.5291481614112854,0.08631332963705063,0.6860146522521973,-0.15980389714241028,-0.7677810192108154,-0.0009238477214239538,-0.8121178150177002,-1.598052978515625,-0.26813602447509766,-1.0614179372787476,-0.890121579170227,1.0253795385360718,-0.25807955861091614,0.15291570127010345,-0.5704098343849182,0.2467164844274521,0.515239417552948,0.5972362756729126,1.0842417478561401,-0.9381120204925537,-1.2060617208480835,-0.7859740853309631,-0.35348016023635864,-0.647088348865509,-0.45528098940849304,-0.4987172484397888,0.5643091201782227,0.6024999618530273,-0.23287734389305115,-1.150176763534546,-0.6296307444572449,-1.2083125114440918,0.6712638139724731,1.780705451965332,1.06256103515625,-0.13531813025474548,-1.5121532678604126,1.1267814636230469,0.5694485306739807,-0.5879988670349121,-0.7804222106933594,-0.06999675929546356,1.7884521484375,0.4012370705604553,-0.037836480885744095,-0.990866482257843,-1.6894975900650024,0.6827645301818848,1.0276201963424683,0.3192807734012604,0.059105198830366135,0.0616278238594532,-0.9055853486061096,0.8587431907653809,-1.3598968982696533,0.04543507844209671,1.707437515258789,0.7391549348831177,-0.36000382900238037,0.5486882328987122,-0.5620138645172119,0.7156965732574463,0.7977631688117981,-1.488152027130127,-1.2967712879180908,0.48130637407302856,0.6503857374191284,-1.5864394903182983,1.7038793563842773,0.10443836450576782,0.07472407817840576,-1.1579971313476562,-0.17993590235710144,-1.5499796867370605,-0.5306214690208435,-0.986845850944519,-0.550644040107727,0.9739195108413696
adder,-2.8430287837982178,-0.3611510396003723,-0.6743075251579285,0.28312698006629944,1.9948008060455322,1.697361946105957,-0.3029188811779022,-1.575961947441101,0.3189825117588043,-0.8533989191055298,0.6977257132530212,-1.2130297422409058,2.4047391414642334,0.03301896154880524,-1.77180814743042,-0.8310374021530151,1.6491419076919556,0.6812384128570557,0.8521215319633484,-1.0839428901672363,1.0879766941070557,0.3458274006843567,0.6547314524650574,0.09622186422348022,0.3840181231498718,-1.7148736715316772,-0.27695944905281067,0.6044244170188904,-1.1868277788162231,2.0296034812927246,0.8116459846496582,-0.8951848745346069,0.792069137096405,-1.1116526126861572,0.04008006304502487,0.14879360795021057,-0.3802332282066345,-0.21193072199821472,-0.7150596976280212,0.30164405703544617,0.22307811677455902,1.5194332599639893,0.3763606548309326,0.9667576551437378,-1.3225029706954956,1.1033458709716797,0.825302004814148,-0.6043891906738281,0.8717095255851746,-0.018059030175209045,0.7440197467803955,-1.796044111251831,1.2314317226409912,0.3923310339450836,-1.0166513919830322,0.3269163966178894,0.674914538860321,0.048055365681648254,1.3243091106414795,-0.13514558970928192,-0.3048876225948334,0.9988626837730408,0.9175490736961365,-0.06184311583638191,-1.2305320501327515,1.238250494003296,0.4208705425262451,0.0018770131282508373,0.18676289916038513,-0.9268642663955688,-0.8049219846725464,0.5846897959709167,1.3676611185073853,-1.0249905586242676,-0.39645567536354065,-0.7172118425369263,0.14967109262943268,0.9325271248817444,-0.5081681609153748,-1.0305830240249634,-1.459762692451477,-0.9558148980140686,0.5067851543426514,-0.21377860009670258,0.0855131521821022,-0.1406634896993637,-0.4429674446582794,-0.12658631801605225,1.1968019008636475,-0.8189898729324341,-0.6573114395141602,0.409164696931839,0.5445724725723267,-0.3419375419616699,0.03554303199052811,0.4495595693588257,-0.7558584809303284,1.6451020240783691,1.5474586486816406,1.4203572273254395,0.6417571306228638,-0.664047122001648,-0.11102791875600815,0.9060987234115601,-1.4126482009887695,-0.10810686647891998,-0.01814621314406395,-0.39601173996925354,-0.30601567029953003,1.0285043716430664,0.12800262868404388,0.42846471071243286,0.41762226819992065,-0.7444336414337158,0.7130409479141235,0.069976806640625,-0.037077661603689194,-0.20445795357227325,-0.19488902390003204,-0.14594535529613495,-0.46552759408950806,-1.3148293495178223,0.28074273467063904,0.02032197266817093,0.41192835569381714,-0.252143919467926,0.07843475043773651,1.1329152584075928
arbiter,-1.8874322175979614,0.6960376501083374,-0.6851382255554199,1.829185128211975,1.6252012252807617,1.9051731824874878,0.9240909814834595,-1.2035555839538574,0.15640603005886078,0.31492507457733154,1.1382924318313599,-2.3929340839385986,2.4291296005249023,0.1824118196964264,-2.38547682762146,0.670205295085907,1.0422091484069824,0.6440060138702393,2.260019302368164,-0.24980390071868896,2.6168572902679443,1.8272935152053833,0.35106414556503296,0.3036276400089264,0.46955713629722595,-0.7693267464637756,-0.39936986565589905,0.9873868227005005,-1.0506504774093628,1.4499876499176025,-0.13035468757152557,-0.12824702262878418,-0.8684476613998413,-2.140889883041382,0.5627866387367249,-0.20433881878852844,-0.7644168734550476,-0.4254884719848633,-0.460478812456131,-0.4837605953216553,0.7456112504005432,0.54325270652771,-0.9744161367416382,0.6325181722640991,-2.0912325382232666,1.0351159572601318,1.914333462715149,-0.4283762574195862,0.9886487722396851,-0.6231743097305298,-0.858569860458374,-1.3382648229599,0.6363534331321716,0.47251367568969727,-1.3156481981277466,-0.15430451929569244,0.20198266208171844,-1.1812211275100708,0.222651869058609,-0.5527392625808716,-1.264865756034851,0.8687949776649475,-0.9402241706848145,-0.28485584259033203,-0.2027532160282135,1.8123273849487305,1.119848608970642,1.025878667831421,0.6279483437538147,-1.2245186567306519,-1.7935187816619873,0.5241767168045044,-1.3058056831359863,-1.7885440587997437,-2.126739978790283,0.11543384194374084,-0.43291857838630676,0.9587142467498779,0.10375229269266129,-1.2071133852005005,-1.259436011314392,-1.2600855827331543,0.45418402552604675,-0.05559338256716728,1.2123441696166992,0.04257482662796974,-0.7819893956184387,0.5990229845046997,0.35820668935775757,0.008872319012880325,0.4926256537437439,1.2123534679412842,1.5510854721069336,1.1037473678588867,0.01303890161216259,-0.06756918877363205,-2.2971131801605225,1.3580710887908936,1.4602364301681519,-0.34281277656555176,0.387575626373291,-0.5776849389076233,-1.1378751993179321,2.13130259513855,-1.8741042613983154,-1.1011754274368286,2.1773548126220703,1.0643913745880127,0.7577031254768372,-0.011478662490844727,-0.7131624221801758,0.2476733773946762,0.3573552668094635,-1.5656672716140747,-1.1176719665527344,1.0012998580932617,0.17234738171100616,-2.0313467979431152,1.2201664447784424,0.2734755575656891,-0.813994824886322,-1.1187034845352173,-0.7506886124610901,-0.9334552884101868,0.8088513016700745,-1.1925852298736572,-0.7159367799758911,0.13607162237167358
arm_core,-1.036102294921875,-0.03714846074581146,-0.874629020690918,0.9007145762443542,0.39569810032844543,0.788731575012207,-1.1101387739181519,-0.5544096231460571,0.04678989201784134,-0.8660873770713806,1.163956880569458,-0.34034186601638794,1.1187740564346313,-0.6741029620170593,-0.6303213238716125,-0.22603891789913177,0.8600268363952637,-0.1328294277191162,-0.33639076352119446,0.1824869066476822,0.8409761786460876,1.0105493068695068,-0.11838196963071823,0.348837286233902,-0.35045942664146423,0.029095791280269623,-0.987064778804779,1.2491902112960815,-0.9174367189407349,1.2154295444488525,0.297530859708786,-0.3102623224258423,-0.01708749495446682,-0.36177390813827515,1.0695031881332397,-0.04650731384754181,0.6802931427955627,-0.2982708215713501,-0.9168840050697327,0.3331928551197052,0.18408891558647156,0.946069598197937,0.04896829277276993,0.5028645396232605,-0.675491452217102,0.9128439426422119,0.4000513255596161,0.1857253909111023,1.123629093170166,-0.06376269459724426,0.2269715815782547,-1.2189396619796753,1.113526701927185,0.9538764953613281,-0.04532279819250107,0.14540806412696838,1.3262991905212402,0.46629950404167175,0.5989248156547546,-1.0840095281600952,-0.7866706252098083,0.8603277206420898,0.8743871450424194,-0.3122020959854126,-1.2411664724349976,-0.05401782691478729,-0.4519222378730774,-0.28101488947868347,0.6440171599388123,-0.5514576435089111,0.2675510346889496,-0.11428451538085938,-0.4920096695423126,0.2573464810848236,-0.33045583963394165,-0.47748619318008423,-0.1079484298825264,-0.21867214143276215,-0.29250532388687134,0.231986865401268,0.031146306544542313,-0.41519731283187866,0.6169947981834412,0.7973327040672302,0.49260613322257996,-0.17564529180526733,0.14809903502464294,-0.4937993288040161,0.5248782634735107,-0.8837749361991882,-1.3081402778625488,0.4210563600063324,1.6086963415145874,-0.07032033801078796,-0.5906733870506287,0.5905452370643616,-0.8786259293556213,1.267837643623352,1.145671010017395,1.046073079109192,-0.8853715658187866,-0.5125330090522766,-0.7908393740653992,0.6657485365867615,-0.6636868119239807,-0.03125276789069176,1.1732667684555054,0.47367939352989197,1.6438515186309814,-0.07478787004947662,-0.8540946841239929,1.8431401252746582,1.3182682991027832,-0.5205344557762146,0.9519950151443481,-0.6900351047515869,0.13593730330467224,-1.8455897569656372,0.40727102756500244,0.6943469643592834,0.03457034379243851,-0.4917031228542328,0.7619360089302063,-0.5189927816390991,0.11994951963424683,-0.49235743284225464,-0.1865624636411667,0.4298151135444641
bar,-0.6759940385818481,0.37273696064949036,-2.3623158931732178,1.582646369934082,0.6450932621955872,1.0845756530761719,-0.726486325263977,-0.9802310466766357,0.4156673848628998,-0.8281164169311523,2.0160703659057617,-1.0281485319137573,1.400659203529358,-0.865622878074646,-1.2257697582244873,0.09749254584312439,1.6037344932556152,-1.0125396251678467,0.20787139236927032,-1.2803958654403687,1.077150821685791,1.9232734441757202,-0.5187011957168579,0.7591889500617981,-1.024929165840149,0.31993961334228516,-0.8478987812995911,1.7597182989120483,-1.088936686515808,0.9938576221466064,1.1645299196243286,-1.0140106678009033,0.5629761815071106,-1.5448799133300781,1.9236994981765747,-0.7518829107284546,0.6238745450973511,-1.2005051374435425,-1.0600522756576538,0.3020569384098053,-0.3391326665878296,1.5933880805969238,-1.02957022190094,0.8954378962516785,-1.6084566116333008,1.2569557428359985,0.654119610786438,-0.004989986307919025,1.450704574584961,-0.3364465534687042,-0.20159325003623962,-0.1551806479692459,-0.22189031541347504,2.2831122875213623,-1.6170520782470703,-0.4258652627468109,0.19501201808452606,-0.35647493600845337,-0.15599574148654938,-0.6583183407783508,-1.658134937286377,0.6174846887588501,1.238573670387268,0.04140910133719444,-1.5292645692825317,0.7877441048622131,0.45554980635643005,0.13573116064071655,1.178220272064209,-1.0649877786636353,-0.29448121786117554,0.29445546865463257,-1.6750046014785767,0.0710480809211731,-1.8309937715530396,-0.225840225815773,0.36395901441574097,1.5336802005767822,-0.6016978621482849,-1.5690160989761353,-0.699564516544342,-1.3410930633544922,2.355189561843872,0.6556280851364136,2.541745662689209,-0.04108433425426483,-0.6370493769645691,0.24723094701766968,-0.3135964870452881,0.7072222828865051,-0.70695960521698,0.16370980441570282,0.8049620389938354,0.4341375529766083,-0.9785285592079163,-0.5616545677185059,-1.489324927330017,1.2543851137161255,1.4640920162200928,0.8266239166259766,0.10617338120937347,-0.05428211763501167,-1.4972357749938965,1.3883005380630493,-1.0112868547439575,-0.8558180928230286,1.553855538368225,2.2110683917999268,1.0256340503692627,0.19456414878368378,-1.2265262603759766,0.4500623047351837,0.727321982383728,-0.5953648686408997,-0.5025686621665955,1.222392201423645,0.5767086744308472,-1.7667444944381714,1.00564444065094,0.20746012032032013,-0.9569059610366821,-1.6401253938674927,0.04216078296303749,-1.0206176042556763,-0.12891806662082672,-0.28789713978767395,-0.3308132290840149,0.07618599385023117
bgm,-0.7045572996139526,0.09689132869243622,-0.7017216682434082,0.3377815783023834,0.01087870355695486,0.4062110483646393,-0.4782681167125702,-1.3695015907287598,-0.13796088099479675,-0.5381899476051331,0.8747665882110596,0.117457814514637,0.57602858543396,-0.4692479074001312,-0.5078911185264587,0.3309479057788849,0.4450603127479553,-0.17649386823177338,0.5441188812255859,-0.11320042610168457,0.8599212169647217,1.4222440719604492,0.01834246888756752,0.44777485728263855,-0.12387969344854355,-0.24044819176197052,-1.126703143119812,0.9574215412139893,-0.5489934682846069,0.632773220539093,0.7167977690696716,-0.12808646261692047,0.1872653067111969,0.15995679795742035,0.9384634494781494,-0.34743356704711914,0.6962962746620178,0.1104612872004509,-0.038446128368377686,0.465759813785553,0.23718909919261932,0.19186468422412872,-0.6132173538208008,1.0412731170654297,-0.33731645345687866,0.5312280058860779,-0.07281433790922165,0.43544813990592957,0.43693217635154724,-0.17839062213897705,0.44574105739593506,-1.0907225608825684,0.795936107635498,0.2584918141365051,0.4053943455219269,0.15626586973667145,1.008493423461914,0.29219484329223633,0.16861259937286377,-0.9643361568450928,-0.8515248894691467,1.241687536239624,0.6115651726722717,-0.3509176969528198,-1.0740798711776733,-0.6023803949356079,-0.35026267170906067,0.38667190074920654,0.008042892441153526,-0.8660929203033447,-0.15020012855529785,-0.5594348311424255,-0.3846566677093506,-0.10853796452283859,-1.3320074081420898,-1.0205276012420654,-0.634332001209259,-0.6240974068641663,-1.0985019207000732,-0.7086731791496277,-0.19544877111911774,-0.5609320998191833,1.4699212312698364,0.8775021433830261,1.2959527969360352,-0.7349991798400879,0.1914273053407669,-0.7099524140357971,0.5568379759788513,-0.4814623296260834,-1.4138879776000977,0.4756711721420288,1.421875,0.17095714807510376,-1.150476336479187,0.6155053973197937,-1.0613088607788086,1.5225367546081543,0.918963611125946,0.5438068509101868,-0.6589760184288025,-1.0417996644973755,-0.5944256782531738,0.7875304818153381,-0.8382453322410583,-0.09337260574102402,1.4881465435028076,0.4822199046611786,1.1866741180419922,0.20936104655265808,-1.274405598640442,1.3602429628372192,1.3424227237701416,-0.6070700287818909,0.26200294494628906,-0.5278826951980591,-0.4825718402862549,-1.842872142791748,0.2179303765296936,0.4576537013053894,0.03454883024096489,-0.34829726815223694,0.5740513801574707,-1.533724069595337,0.5551068186759949,-0.6455507874488831,-0.6524484753608704,1.1208076477050781
blob_merge,-1.8985610008239746,-0.15699981153011322,-0.7240186333656311,0.7741003036499023,1.6925128698349,1.0493972301483154,-1.0789984464645386,0.06429033726453781,0.07485109567642212,-0.7978557348251343,0.9183958768844604,-0.5553608536720276,0.6756582856178284,-0.8365911245346069,-0.8095054030418396,-0.10059455037117004,0.8616573214530945,0.459052175283432,-0.12635071575641632,-0.2597520649433136,0.7231495380401611,0.26083844900131226,0.16994836926460266,0.37642642855644226,-0.43120163679122925,0.4373588562011719,-0.3172491490840912,1.3253511190414429,-1.400029182434082,0.9646309614181519,-0.04314538463950157,-0.651380181312561,0.5460929274559021,-1.3736655712127686,0.8230818510055542,0.47219133377075195,0.34841224551200867,-0.891148030757904,-0.9514656066894531,0.002571109915152192,0.5601116418838501,0.5412953495979309,0.519594132900238,0.7335296273231506,-0.5377800464630127,0.8163751363754272,0.6544616222381592,0.37696143984794617,1.2677805423736572,-0.3426603674888611,0.05820075422525406,-0.3912918269634247,0.7974262237548828,1.2752091884613037,-0.7974344491958618,-0.02684193104505539,0.7694894671440125,-0.6823690533638,1.550098180770874,-1.0847657918930054,-0.660561740398407,0.9652912020683289,1.1593681573867798,-0.377098947763443,-1.138918161392212,0.8684969544410706,-0.28837835788726807,-0.2927342653274536,0.9998905062675476,-0.23139725625514984,-0.5566223859786987,-0.09467645734548569,-0.41046014428138733,0.5516633987426758,-0.7176772356033325,-0.04946855455636978,0.8088992238044739,0.7520149350166321,-0.07296569645404816,-0.429120272397995,-0.7225857377052307,-0.16351325809955597,0.8919679522514343,0.4297162592411041,0.5021393299102783,-0.16078859567642212,-0.19557742774486542,0.5174830555915833,0.6834452748298645,-0.7250016331672668,-0.37686994671821594,0.2975654602050781,1.4094098806381226,-0.0878843367099762,-0.3997248709201813,0.4146549701690674,-0.820338249206543,1.477083444595337,0.9689481854438782,1.065859079360962,-0.700434684753418,-0.09874983876943588,-1.3200052976608276,0.7813975214958191,-0.4833188056945801,-0.1399134397506714,1.5975711345672607,0.8955080509185791,0.7876235842704773,0.1304440200328827,-0.5341118574142456,1.649184226989746,1.6925911903381348,-1.3137993812561035,0.8252112865447998,0.45406392216682434,0.5848497152328491,-2.006896495819092,0.6425167322158813,0.11939939856529236,0.20123404264450073,-1.0675233602523804,0.31166261434555054,-1.050731897354126,-0.4535774886608124,-1.0016084909439087,-0.42292845249176025,0.4590463936328888
boundtop,-0.29973527789115906,1.460495114326477,-1.834715485572815,-0.07030612230300903,-0.040599945932626724,-0.2389809936285019,-0.34066280722618103,-1.2592147588729858,-0.056844379752874374,0.06703034043312073,0.9303233027458191,-0.276402086019516,0.47043153643608093,0.30387380719184875,0.8159255385398865,0.23246772587299347,-1.0512770414352417,-0.6710392236709595,0.5619763731956482,-0.8911153078079224,1.2010542154312134,0.21285347640514374,-0.557157576084137,0.2620624899864197,-0.11733758449554443,0.36681661009788513,-0.6505048274993896,-0.048396870493888855,-0.6636537313461304,0.6747300028800964,0.9152019619941711,-1.1438764333724976,0.3761211037635803,-0.34910985827445984,1.3588576316833496,-1.1098945140838623,0.06874413788318634,-0.2989315390586853,-0.6500418782234192,-0.38134974241256714,0.6450408697128296,0.5602409839630127,-0.06578368693590164,0.3149651288986206,-1.0112379789352417,1.2530250549316406,0.34716683626174927,-0.0021202994976192713,2.05570387840271,-0.28327059745788574,0.4099600315093994,-0.4677351415157318,0.7454030513763428,1.0817171335220337,0.010336566716432571,-0.1748114973306656,-0.10975439846515656,-0.4326922297477722,0.9508141875267029,-1.3777178525924683,-0.4945732057094574,1.0785338878631592,0.5564678907394409,-0.6191121935844421,-0.23855820298194885,0.8246472477912903,-0.32364869117736816,0.8170709013938904,0.3002285063266754,-0.28705424070358276,-0.4337112605571747,0.45543622970581055,-0.9776716232299805,-1.512831211090088,-3.5379908084869385,-1.526586890220642,-0.18152442574501038,-0.12685628235340118,-1.8275319337844849,-2.441884994506836,-1.5101913213729858,-2.1217944622039795,2.3786799907684326,2.3437910079956055,1.571824550628662,0.5284770131111145,0.45476481318473816,-0.033872924745082855,0.1875794231891632,-0.8714371919631958,-0.7209499478340149,0.22893552482128143,1.4577922821044922,0.19544123113155365,-0.14787553250789642,-0.46091771125793457,-0.5715766549110413,0.37965884804725647,0.22472761571407318,0.7562678456306458,0.4436686038970947,-0.4898312985897064,-1.190282940864563,0.400380402803421,-1.6851563453674316,-0.7649093270301819,1.2245855331420898,0.24391622841358185,1.179531455039978,-0.019124215468764305,-0.3174181580543518,1.2579314708709717,-0.818544864654541,-1.2740455865859985,-0.8206205368041992,0.5239467024803162,0.6433858871459961,-0.7558596730232239,0.7704653739929199,1.2175794839859009,0.2932637333869934,-0.15410567820072174,1.2576018571853638,-0.9973898530006409,0.14456424117088318,-0.6677712798118591,0.12527760863304138,1.196537733078003
cavlc,-0.2893216907978058,-0.027718113735318184,-0.2042332887649536,0.21178753674030304,0.2723689079284668,0.13275697827339172,-0.1714080572128296,0.0032570217736065388,0.007885119877755642,0.01375261414796114,0.2450900375843048,-0.03556545078754425,0.029543794691562653,-0.2960963845252991,-0.18062254786491394,0.0034916254226118326,0.35295233130455017,-0.06391742080450058,0.20132847130298615,-0.11171109974384308,0.7001790404319763,0.2475157529115677,-0.05683725327253342,0.09595322608947754,-0.253784716129303,0.029654692858457565,-0.5182157158851624,0.5942976474761963,-0.6190162897109985,0.4268495440483093,0.01774684153497219,-0.29942530393600464,0.15344254672527313,-0.34996387362480164,0.6005735993385315,0.21971477568149567,0.13740678131580353,-0.211638942360878,-0.14846232533454895,0.0695459395647049,0.1191408708691597,0.07726334780454636,0.020323561504483223,0.37654444575309753,-0.20340672135353088,0.2937089800834656,0.2767457067966461,0.4973572790622711,0.33731934428215027,-0.12038739025592804,0.08662695437669754,-0.23993732035160065,0.4573037028312683,0.21270322799682617,0.1075538620352745,0.1292290985584259,0.1500791758298874,-0.21846739947795868,0.29037797451019287,-0.7593620419502258,-0.505436360836029,0.6160180568695068,0.3505428731441498,-0.015169703401625156,-0.5818432569503784,0.033483512699604034,0.01517452672123909,-0.04144228249788284,0.34749606251716614,-0.29302239418029785,-0.14726221561431885,-0.2138918936252594,-0.1413092464208603,0.07140659540891647,-0.6871927380561829,-0.4635474383831024,0.07757917791604996,-0.19137971103191376,-0.4740310311317444,-0.321346640586853,-0.10138209909200668,-0.3779661953449249,0.4078496992588043,0.778613805770874,0.46237823367118835,-0.11667299270629883,-0.11998063325881958,-0.08331970870494843,0.3371066153049469,-0.41186729073524475,-0.5286877155303955,0.19977015256881714,0.8992154002189636,-0.1609315425157547,-0.4602678120136261,0.1045265644788742,-0.4499940574169159,0.5130111575126648,0.15529148280620575,0.4079500734806061,-0.3174595534801483,-0.34261777997016907,-0.4900742471218109,0.12951035797595978,-0.2902950942516327,0.1699817180633545,0.7350801229476929,0.27456459403038025,0.3505539894104004,0.12078335881233215,-0.41101768612861633,0.6860072612762451,0.6462006568908691,-0.4999985694885254,0.11498451977968216,0.004439723212271929,0.1815231740474701,-0.7740585803985596,0.34820953011512756,0.10174880176782608,0.33053407073020935,-0.16922824084758759,0.14109763503074646,-0.6292895078659058,-0.10928058624267578,-0.4853592813014984,-0.4352206587791443,0.6954013705253601
